GeoFips,GeoName,State,2019
20117,Marshall, KS,43858
20119,Meade, KS,60265
20121,Miami, KS,49837
20123,Mitchell, KS,60282
20125,Montgomery, KS,37469
20127,Morris, KS,42993
20129,Morton, KS,44985
20131,Nemaha, KS,51253
20133,Neosho, KS,40400
20135,Ness, KS,52570
20137,Norton, KS,42973
20139,Osage, KS,42799
20141,Osborne, KS,47340
20143,Ottawa, KS,41714
20145,Pawnee, KS,41101
20147,Phillips, KS,51310
20149,Pottawatomie, KS,53697
20151,Pratt, KS,49737
20153,Rawlins, KS,56570
20155,Reno, KS,41671
20157,Republic, KS,44316
20159,Rice, KS,43331
20161,Riley, KS,43056
20163,Rooks, KS,39555
20165,Rush, KS,50981
20167,Russell, KS,44875
20169,Saline, KS,50099
20171,Scott, KS,55993
20173,Sedgwick, KS,54385
20175,Seward, KS,38254
20177,Shawnee, KS,48091
20179,Sheridan, KS,44967
20181,Sherman, KS,42422
20183,Smith, KS,46587
20185,Stafford, KS,46272
20187,Stanton, KS,73965
20189,Stevens, KS,43272
20191,Sumner, KS,41335
20193,Thomas, KS,47934
20195,Trego, KS,48982
20197,Wabaunsee, KS,51245
20199,Wallace, KS,50175
20201,Washington, KS,45852
20203,Wichita, KS,61878
20205,Wilson, KS,41838
20207,Woodson, KS,39032
20209,Wyandotte, KS,34371
21001,Adair, KY,32066
21003,Allen, KY,33024
21005,Anderson, KY,40950
21007,Ballard, KY,40587
21009,Barren, KY,37800
21011,Bath, KY,31578
21013,Bell, KY,30262
21015,Boone, KY,50183
21017,Bourbon, KY,50326
21019,Boyd, KY,40201
21021,Boyle, KY,39983
21023,Bracken, KY,38343
21025,Breathitt, KY,34070
21027,Breckinridge, KY,35124
21029,Bullitt, KY,43110
21031,Butler, KY,35294
21033,Caldwell, KY,35425
21035,Calloway, KY,36114
21037,Campbell, KY,50368
21039,Carlisle, KY,44953
21041,Carroll, KY,38068
21043,Carter, KY,31902
21045,Casey, KY,31686
21047,Christian, KY,39298
21049,Clark, KY,40745
21051,Clay, KY,30760
21053,Clinton, KY,31584
21055,Crittenden, KY,36302
21057,Cumberland, KY,35993
21059,Daviess, KY,42741
21061,Edmonson, KY,34265
21063,Elliott, KY,23090
21065,Estill, KY,32995
21067,Fayette, KY,51983
21069,Fleming, KY,35038
21071,Floyd, KY,37129
21073,Franklin, KY,43522
21075,Fulton, KY,35227
21077,Gallatin, KY,34201
21079,Garrard, KY,35501
21081,Grant, KY,37427
21083,Graves, KY,38693
21085,Grayson, KY,34969
21087,Green, KY,35099
21089,Greenup, KY,42131
21091,Hancock, KY,40862
21093,Hardin, KY,44464
21095,Harlan, KY,31441
21097,Harrison, KY,36846
21099,Hart, KY,34228
21101,Henderson, KY,41329
21103,Henry, KY,39893
21105,Hickman, KY,43207
21107,Hopkins, KY,40219
21109,Jackson, KY,29905
21111,Jefferson, KY,54293
21113,Jessamine, KY,46769
21115,Johnson, KY,34442
21117,Kenton, KY,58917
21119,Knott, KY,31517
21121,Knox, KY,29841
21123,Larue, KY,38332
21125,Laurel, KY,34265
21127,Lawrence, KY,33031
21129,Lee, KY,28755
21131,Leslie, KY,34057
21133,Letcher, KY,31560
21135,Lewis, KY,32167
21137,Lincoln, KY,33549
21139,Livingston, KY,38644
21141,Logan, KY,37061
21143,Lyon, KY,37823
21145,McCracken, KY,48517
21147,McCreary, KY,26649
21149,McLean, KY,39825
21151,Madison, KY,35969
21153,Magoffin, KY,33307
21155,Marion, KY,37733
21157,Marshall, KY,42509
21159,Martin, KY,29194
21161,Mason, KY,41414
21163,Meade, KY,41449
21165,Menifee, KY,31719
21167,Mercer, KY,37891
21169,Metcalfe, KY,31968
21171,Monroe, KY,37421
21173,Montgomery, KY,36141
21175,Morgan, KY,28308
21177,Muhlenberg, KY,34807
21179,Nelson, KY,44101
21181,Nicholas, KY,35360
21183,Ohio, KY,33140
21185,Oldham, KY,66583
21187,Owen, KY,33906
21189,Owsley, KY,32179
21191,Pendleton, KY,45354
21193,Perry, KY,38701
21195,Pike, KY,35833
21197,Powell, KY,32497
21199,Pulaski, KY,38331
21201,Robertson, KY,33813
21203,Rockcastle, KY,32301
21205,Rowan, KY,31654
21207,Russell, KY,37449
21209,Scott, KY,44391
21211,Shelby, KY,46655
21213,Simpson, KY,38943
21215,Spencer, KY,45606
21217,Taylor, KY,35388
21219,Todd, KY,38800
21221,Trigg, KY,38177
21223,Trimble, KY,40200
21225,Union, KY,36328
21227,Warren, KY,38153
21229,Washington, KY,38091
21231,Wayne, KY,29160
21233,Webster, KY,39887
21235,Whitley, KY,34331
21237,Wolfe, KY,31477
21239,Woodford, KY,53192
22001,Acadia, LA,37337
22003,Allen, LA,34997
22005,Ascension, LA,51516
22007,Assumption, LA,49020
22009,Avoyelles, LA,38588
22011,Beauregard, LA,43502
22013,Bienville, LA,38881
22015,Bossier, LA,45535
22017,Caddo, LA,50376
22019,Calcasieu, LA,49562
22021,Caldwell, LA,34840
22023,Cameron, LA,48227
22025,Catahoula, LA,34749
22027,Claiborne, LA,34115
22029,Concordia, LA,33666
22031,De Soto, LA,42314
22033,East Baton Rouge, LA,53223
22035,East Carroll, LA,35331
22037,East Feliciana, LA,42654
22039,Evangeline, LA,33380
22041,Franklin, LA,32965
22043,Grant, LA,31756
22045,Iberia, LA,41006
22047,Iberville, LA,43494
22049,Jackson, LA,34499
22051,Jefferson, LA,51950
22053,Jefferson Davis, LA,42513
22055,Lafayette, LA,49632
22057,Lafourche, LA,45884
22059,LaSalle, LA,33808
22061,Lincoln, LA,42155
22063,Livingston, LA,43122
22065,Madison, LA,32651
22067,Morehouse, LA,39290
22069,Natchitoches, LA,41113
22071,Orleans, LA,53142
22073,Ouachita, LA,42164
22075,Plaquemines, LA,48482
22077,Pointe Coupee, LA,48688
22079,Rapides, LA,46666
22081,Red River, LA,42778
22083,Richland, LA,38908
22085,Sabine, LA,36280
22087,St. Bernard, LA,32956
22089,St. Charles, LA,50137
22091,St. Helena, LA,44753
22093,St. James, LA,53762
22095,St. John the Baptist, LA,42329
22097,St. Landry, LA,42357
22099,St. Martin, LA,39293
22101,St. Mary, LA,41877
22103,St. Tammany, LA,68914
22105,Tangipahoa, LA,38963
22107,Tensas, LA,41879
22109,Terrebonne, LA,42545
22111,Union, LA,41110
22113,Vermilion, LA,40111
22115,Vernon, LA,42488
22117,Washington, LA,35224
22119,Webster, LA,41473
22121,West Baton Rouge, LA,49018
22123,West Carroll, LA,32175
22125,West Feliciana, LA,39414
22127,Winn, LA,38645
23001,Androscoggin, ME,42698
23003,Aroostook, ME,42664
23005,Cumberland, ME,64361
23007,Franklin, ME,40425
23009,Hancock, ME,52016
23011,Kennebec, ME,46677
23013,Knox, ME,51685
23015,Lincoln, ME,51621
23017,Oxford, ME,38988
23019,Penobscot, ME,43083
23021,Piscataquis, ME,39349
23023,Sagadahoc, ME,52383
23025,Somerset, ME,39093
23027,Waldo, ME,44116
23029,Washington, ME,40813
23031,York, ME,54396
24001,Allegany, MD,40687
24003,Anne Arundel, MD,68314
24005,Baltimore, MD,62543
24009,Calvert, MD,63247
24011,Caroline, MD,45657
24013,Carroll, MD,63409
24015,Cecil, MD,48834
24017,Charles, MD,57196
24019,Dorchester, MD,46514
24021,Frederick, MD,62804
24023,Garrett, MD,45630
24025,Harford, MD,59653
24027,Howard, MD,78033
24029,Kent, MD,60407
24031,Montgomery, MD,86221
24033,Prince George's, MD,49947
24035,Queen Anne's, MD,64996
24037,St. Mary's, MD,57891
24039,Somerset, MD,30623
24041,Talbot, MD,72729
24043,Washington, MD,47071
24045,Wicomico, MD,41134
24047,Worcester, MD,56536
24510,Baltimore (Independent City), MD,49964
25001,Barnstable, MA,75339
25003,Berkshire, MA,57300
25005,Bristol, MA,55411
25007,Dukes, MA,87121
25009,Essex, MA,68854
25011,Franklin, MA,55859
25013,Hampden, MA,52905
25015,Hampshire, MA,53816
25017,Middlesex, MA,86525
25019,Nantucket, MA,115305
25021,Norfolk, MA,93470
25023,Plymouth, MA,68792
25025,Suffolk, MA,84307
25027,Worcester, MA,58196
26001,Alcona, MI,40579
26003,Alger, MI,34032
26005,Allegan, MI,46185
26007,Alpena, MI,41212
26009,Antrim, MI,48432
26011,Arenac, MI,38639
26013,Baraga, MI,34274
26015,Barry, MI,45920
26017,Bay, MI,43554
26019,Benzie, MI,45896
26021,Berrien, MI,48231
26023,Branch, MI,37942
26025,Calhoun, MI,40428
26027,Cass, MI,45216
26029,Charlevoix, MI,53133
26031,Cheboygan, MI,40138
26033,Chippewa, MI,35284
26035,Clare, MI,34619
26037,Clinton, MI,47341
26039,Crawford, MI,35237
26041,Delta, MI,40957
26043,Dickinson, MI,48949
26045,Eaton, MI,43537
26047,Emmet, MI,58548
26049,Genesee, MI,41940
26051,Gladwin, MI,37307
26053,Gogebic, MI,43769
26055,Grand Traverse, MI,52631
26057,Gratiot, MI,37530
26059,Hillsdale, MI,35801
26061,Houghton, MI,38870
26063,Huron, MI,45933
26065,Ingham, MI,41298
26067,Ionia, MI,35503
26069,Iosco, MI,38943
26071,Iron, MI,45446
26073,Isabella, MI,36275
26075,Jackson, MI,40413
26077,Kalamazoo, MI,49305
26079,Kalkaska, MI,36085
26081,Kent, MI,53799
26083,Keweenaw, MI,48537
26085,Lake, MI,34379
26087,Lapeer, MI,44862
26089,Leelanau, MI,69373
26091,Lenawee, MI,40866
26093,Livingston, MI,59097
26095,Luce, MI,31604
26097,Mackinac, MI,44986
26099,Macomb, MI,47730
26101,Manistee, MI,40663
26103,Marquette, MI,40284
26105,Mason, MI,41185
26107,Mecosta, MI,33868
26109,Menominee, MI,43943
26111,Midland, MI,54477
26113,Missaukee, MI,35914
26115,Monroe, MI,48696
26117,Montcalm, MI,35911
26119,Montmorency, MI,37620
26121,Muskegon, MI,39769
26123,Newaygo, MI,38246
26125,Oakland, MI,73468
26127,Oceana, MI,38890
26129,Ogemaw, MI,34411
26131,Ontonagon, MI,41340
26133,Osceola, MI,37980
26135,Oscoda, MI,34394
26137,Otsego, MI,41634
26139,Ottawa, MI,49484
26141,Presque Isle, MI,41339
26143,Roscommon, MI,37140
26145,Saginaw, MI,41659
26147,St. Clair, MI,45787
26149,St. Joseph, MI,39092
26151,Sanilac, MI,38005
26153,Schoolcraft, MI,40822
26155,Shiawassee, MI,40589
26157,Tuscola, MI,38014
26159,Van Buren, MI,41686
26161,Washtenaw, MI,61101
26163,Wayne, MI,44308
26165,Wexford, MI,37750
27001,Aitkin, MN,41614
27003,Anoka, MN,52722
27005,Becker, MN,48065
27007,Beltrami, MN,42096
27009,Benton, MN,45690
27011,Big Stone, MN,51543
27013,Blue Earth, MN,45586
27015,Brown, MN,54004
27017,Carlton, MN,44132
27019,Carver, MN,73023
27021,Cass, MN,47734
27023,Chippewa, MN,51352
27025,Chisago, MN,50229
27027,Clay, MN,43630
27029,Clearwater, MN,44428
27031,Cook, MN,54021
27033,Cottonwood, MN,45306
27035,Crow Wing, MN,46053
27037,Dakota, MN,61977
27039,Dodge, MN,46516
27041,Douglas, MN,52139
27043,Faribault, MN,42944
27045,Fillmore, MN,44185
27047,Freeborn, MN,45543
27049,Goodhue, MN,54722
27051,Grant, MN,45370
27053,Hennepin, MN,76131
27055,Houston, MN,51566
27057,Hubbard, MN,49506
27059,Isanti, MN,45950
27061,Itasca, MN,45348
27063,Jackson, MN,53316
27065,Kanabec, MN,43250
27067,Kandiyohi, MN,52047
27069,Kittson, MN,46418
27071,Koochiching, MN,45763
27073,Lac qui Parle, MN,50540
27075,Lake, MN,49236
27077,Lake of the Woods, MN,54717
27079,Le Sueur, MN,50038
27081,Lincoln, MN,46968
27083,Lyon, MN,49992
27085,McLeod, MN,49640
27087,Mahnomen, MN,34186
27089,Marshall, MN,49025
27091,Martin, MN,52242
27093,Meeker, MN,44873
27095,Mille Lacs, MN,43471
27097,Morrison, MN,42293
27099,Mower, MN,46221
27101,Murray, MN,52414
27103,Nicollet, MN,49652
27105,Nobles, MN,44897
27107,Norman, MN,37345
27109,Olmsted, MN,59450
27111,Otter Tail, MN,48116
27113,Pennington, MN,56612
27115,Pine, MN,38737
27117,Pipestone, MN,54055
27119,Polk, MN,47089
27121,Pope, MN,50171
27123,Ramsey, MN,55442
27125,Red Lake, MN,48415
27127,Redwood, MN,53572
27129,Renville, MN,48527
27131,Rice, MN,44816
27133,Rock, MN,50595
27135,Roseau, MN,48237
27137,St. Louis, MN,48216
27139,Scott, MN,62916
27141,Sherburne, MN,47802
27143,Sibley, MN,47932
27145,Stearns, MN,47483
27147,Steele, MN,47429
27149,Stevens, MN,46825
27151,Swift, MN,48734
27153,Todd, MN,43113
27155,Traverse, MN,51487
27157,Wabasha, MN,49096
27159,Wadena, MN,40131
27161,Waseca, MN,42148
27163,Washington, MN,69495
27165,Watonwan, MN,45378
27167,Wilkin, MN,51647
27169,Winona, MN,48417
27171,Wright, MN,52035
27173,Yellow Medicine, MN,54077
28001,Adams, MS,35171
28003,Alcorn, MS,36622
28005,Amite, MS,35482
28007,Attala, MS,34612
28009,Benton, MS,31413
28011,Bolivar, MS,38102
28013,Calhoun, MS,33690
28015,Carroll, MS,38098
28017,Chickasaw, MS,36206
28019,Choctaw, MS,34996
28021,Claiborne, MS,31580
28023,Clarke, MS,38710
28025,Clay, MS,38522
28027,Coahoma, MS,37050
28029,Copiah, MS,34056
28031,Covington, MS,37410
28033,DeSoto, MS,42575
28035,Forrest, MS,39104
28037,Franklin, MS,35842
28039,George, MS,34482
28041,Greene, MS,28975
28043,Grenada, MS,36642
28045,Hancock, MS,36243
28047,Harrison, MS,38245
28049,Hinds, MS,40176
28051,Holmes, MS,29967
28053,Humphreys, MS,34850
28055,Issaquena, MS,26748
28057,Itawamba, MS,36827
28059,Jackson, MS,38663
28061,Jasper, MS,40697
28063,Jefferson, MS,35326
28065,Jefferson Davis, MS,30640
28067,Jones, MS,38659
28069,Kemper, MS,29942
28071,Lafayette, MS,43865
28073,Lamar, MS,40582
28075,Lauderdale, MS,39481
28077,Lawrence, MS,34769
28079,Leake, MS,31914
28081,Lee, MS,42835
28083,Leflore, MS,39296
28085,Lincoln, MS,39466
28087,Lowndes, MS,40785
28089,Madison, MS,65334
28091,Marion, MS,38467
28093,Marshall, MS,34601
28095,Monroe, MS,36370
28097,Montgomery, MS,35526
28099,Neshoba, MS,37731
28101,Newton, MS,36017
28103,Noxubee, MS,34842
28105,Oktibbeha, MS,35408
28107,Panola, MS,33845
28109,Pearl River, MS,37849
28111,Perry, MS,33510
28113,Pike, MS,31673
28115,Pontotoc, MS,33953
28117,Prentiss, MS,31461
28119,Quitman, MS,29765
28121,Rankin, MS,45632
28123,Scott, MS,31657
28125,Sharkey, MS,34344
28127,Simpson, MS,37381
28129,Smith, MS,36086
28131,Stone, MS,34214
28133,Sunflower, MS,30865
28135,Tallahatchie, MS,30200
28137,Tate, MS,37032
28139,Tippah, MS,38248
28141,Tishomingo, MS,35052
28143,Tunica, MS,35554
28145,Union, MS,33657
28147,Walthall, MS,32414
28149,Warren, MS,41129
28151,Washington, MS,37699
28153,Wayne, MS,35887
28155,Webster, MS,39895
28157,Wilkinson, MS,30772
28159,Winston, MS,36845
28161,Yalobusha, MS,37892
28163,Yazoo, MS,28282
29001,Adair, MO,32852
29003,Andrew, MO,45556
29005,Atchison, MO,46412
29007,Audrain, MO,38057
29009,Barry, MO,35740
29011,Barton, MO,35404
29013,Bates, MO,40500
29015,Benton, MO,38401
29017,Bollinger, MO,33575
29019,Boone, MO,49114
29021,Buchanan, MO,40346
29023,Butler, MO,36122
29025,Caldwell, MO,38677
29027,Callaway, MO,39446
29029,Camden, MO,38767
29031,Cape Girardeau, MO,45469
29033,Carroll, MO,46568
29035,Carter, MO,33215
29037,Cass, MO,48541
29039,Cedar, MO,31439
29041,Chariton, MO,43955
29043,Christian, MO,41755
29045,Clark, MO,35733
29047,Clay, MO,49277
29049,Clinton, MO,43484
29051,Cole, MO,48726
29053,Cooper, MO,40091
29055,Crawford, MO,36035
29057,Dade, MO,34918
29059,Dallas, MO,33893
29061,Daviess, MO,33941
29063,DeKalb, MO,34340
29065,Dent, MO,33747
29067,Douglas, MO,28628
29069,Dunklin, MO,36310
29071,Franklin, MO,46258
29073,Gasconade, MO,41022
29075,Gentry, MO,43165
29077,Greene, MO,45981
29079,Grundy, MO,35358
29081,Harrison, MO,36562
29083,Henry, MO,41731
29085,Hickory, MO,29222
29087,Holt, MO,50307
29089,Howard, MO,41227
29091,Howell, MO,35152
29093,Iron, MO,33575
29095,Jackson, MO,47718
29097,Jasper, MO,41165
29099,Jefferson, MO,43873
29101,Johnson, MO,37654
29103,Knox, MO,35416
29105,Laclede, MO,36219
29107,Lafayette, MO,42613
29109,Lawrence, MO,34635
29111,Lewis, MO,36476
29113,Lincoln, MO,41183
29115,Linn, MO,39244
29117,Livingston, MO,39489
29119,McDonald, MO,29844
29121,Macon, MO,41400
29123,Madison, MO,37034
29125,Maries, MO,34764
29127,Marion, MO,41119
29129,Mercer, MO,31725
29131,Miller, MO,36124
29133,Mississippi, MO,31838
29135,Moniteau, MO,37826
29137,Monroe, MO,41105
29139,Montgomery, MO,41711
29141,Morgan, MO,41653
29143,New Madrid, MO,37493
29145,Newton, MO,39704
29147,Nodaway, MO,32782
29149,Oregon, MO,30634
29151,Osage, MO,45571
29153,Ozark, MO,31228
29155,Pemiscot, MO,36420
29157,Perry, MO,42152
29159,Pettis, MO,38247
29161,Phelps, MO,39916
29163,Pike, MO,36631
29165,Platte, MO,58794
29167,Polk, MO,35248
29169,Pulaski, MO,41866
29171,Putnam, MO,35844
29173,Ralls, MO,39925
29175,Randolph, MO,39385
29177,Ray, MO,43317
29179,Reynolds, MO,35427
29181,Ripley, MO,31050
29183,St. Charles, MO,55138
29185,St. Clair, MO,30219
29186,Ste. Genevieve, MO,41903
29187,St. Francois, MO,34982
29189,St. Louis, MO,74361
29195,Saline, MO,38156
29197,Schuyler, MO,29553
29199,Scotland, MO,34488
29201,Scott, MO,41315
29203,Shannon, MO,30499
29205,Shelby, MO,39963
29207,Stoddard, MO,37650
29209,Stone, MO,40138
29211,Sullivan, MO,38963
29213,Taney, MO,37146
29215,Texas, MO,29601
29217,Vernon, MO,35089
29219,Warren, MO,42665
29221,Washington, MO,30752
29223,Wayne, MO,31094
29225,Webster, MO,33841
29227,Worth, MO,37652
29229,Wright, MO,32792
29510,St. Louis (Independent City), MO,48683
30001,Beaverhead, MT,48070
30003,Big Horn, MT,31515
30005,Blaine, MT,30806
30007,Broadwater, MT,45732
30009,Carbon, MT,53870
30011,Carter, MT,40733
30013,Cascade, MT,49201
30015,Chouteau, MT,40738
30017,Custer, MT,47174
30019,Daniels, MT,49331
30021,Dawson, MT,46622
30023,Deer Lodge, MT,40985
30025,Fallon, MT,49763
30027,Fergus, MT,45588
30029,Flathead, MT,50144
30031,Gallatin, MT,60195
30033,Garfield, MT,33179
30035,Glacier, MT,37035
30037,Golden Valley, MT,50027
30039,Granite, MT,45815
30041,Hill, MT,45987
30043,Jefferson, MT,50147
30045,Judith Basin, MT,49496
30047,Lake, MT,40842
30049,Lewis and Clark, MT,50915
30051,Liberty, MT,45195
30053,Lincoln, MT,37725
30055,McCone, MT,39147
30057,Madison, MT,53651
30059,Meagher, MT,45173
30061,Mineral, MT,39759
30063,Missoula, MT,51738
30065,Musselshell, MT,46093
30067,Park, MT,52934
30069,Petroleum, MT,33189
30071,Phillips, MT,41271
30073,Pondera, MT,49754
30075,Powder River, MT,34282
30077,Powell, MT,43912
30079,Prairie, MT,47483
30081,Ravalli, MT,47253
30083,Richland, MT,62491
30085,Roosevelt, MT,36309
30087,Rosebud, MT,45239
30089,Sanders, MT,37345
30091,Sheridan, MT,50463
30093,Silver Bow, MT,48263
30095,Stillwater, MT,54288
30097,Sweet Grass, MT,49597
30099,Teton, MT,48870
30101,Toole, MT,53369
30103,Treasure, MT,56758
30105,Valley, MT,47510
30107,Wheatland, MT,38608
30109,Wibaux, MT,41155
30111,Yellowstone, MT,54213
31001,Adams, NE,50017
31003,Antelope, NE,55033
31005,Arthur, NE,46098
31007,Banner, NE,50306
31009,Blaine, NE,60424
31011,Boone, NE,58601
31013,Box Butte, NE,49193
31015,Boyd, NE,56197
31017,Brown, NE,55182
31019,Buffalo, NE,57582
31021,Burt, NE,49088
31023,Butler, NE,49790
31025,Cass, NE,53998
31027,Cedar, NE,50389
31029,Chase, NE,58777
31031,Cherry, NE,44279
31033,Cheyenne, NE,48234
31035,Clay, NE,51089
31037,Colfax, NE,43925
31039,Cuming, NE,64624
31041,Custer, NE,48095
31043,Dakota, NE,44062
31045,Dawes, NE,38323
31047,Dawson, NE,44940
31049,Deuel, NE,40437
31051,Dixon, NE,44444
31053,Dodge, NE,49231
31055,Douglas, NE,63072
31057,Dundy, NE,71079
31059,Fillmore, NE,57255
31061,Franklin, NE,49798
31063,Frontier, NE,38425
31065,Furnas, NE,45337
31067,Gage, NE,48993
31069,Garden, NE,46002
31071,Garfield, NE,41582
31073,Gosper, NE,49937
31075,Grant, NE,47447
31077,Greeley, NE,46749
31079,Hall, NE,44457
31081,Hamilton, NE,55198
31083,Harlan, NE,51888
31085,Hayes, NE,65255
31087,Hitchcock, NE,39694
31089,Holt, NE,51745
31091,Hooker, NE,47804
31093,Howard, NE,45971
31095,Jefferson, NE,48555
31097,Johnson, NE,35813
31099,Kearney, NE,55393
31101,Keith, NE,47398
31103,Keya Paha, NE,49847
31105,Kimball, NE,44529
31107,Knox, NE,46679
31109,Lancaster, NE,50510
31111,Lincoln, NE,49610
31113,Logan, NE,49181
31115,Loup, NE,52624
31117,McPherson, NE,45197
31119,Madison, NE,51413
31121,Merrick, NE,46880
31123,Morrill, NE,56516
31125,Nance, NE,39292
31127,Nemaha, NE,48589
31129,Nuckolls, NE,51840
31131,Otoe, NE,54989
31133,Pawnee, NE,43594
31135,Perkins, NE,62624
31137,Phelps, NE,53449
31139,Pierce, NE,57173
31141,Platte, NE,48042
31143,Polk, NE,53391
31145,Red Willow, NE,46409
31147,Richardson, NE,49555
31149,Rock, NE,59531
31151,Saline, NE,43935
31153,Sarpy, NE,52380
31155,Saunders, NE,53414
31157,Scotts Bluff, NE,45388
31159,Seward, NE,51580
31161,Sheridan, NE,49061
31163,Sherman, NE,43915
31165,Sioux, NE,55894
31167,Stanton, NE,45713
31169,Thayer, NE,54402
31171,Thomas, NE,53003
31173,Thurston, NE,39140
31175,Valley, NE,49408
31177,Washington, NE,58047
31179,Wayne, NE,44259
31181,Webster, NE,49541
31183,Wheeler, NE,68540
31185,York, NE,50703
32001,Churchill, NV,46149
32003,Clark, NV,49225
32005,Douglas, NV,75241
32007,Elko, NV,47785
32009,Esmeralda, NV,43025
32011,Eureka, NV,42637
32013,Humboldt, NV,48853
32015,Lander, NV,69494
32017,Lincoln, NV,39793
32019,Lyon, NV,40313
32021,Mineral, NV,41261
32023,Nye, NV,39673
32027,Pershing, NV,33337
32029,Storey, NV,58374
32031,Washoe, NV,62994
32033,White Pine, NV,46584
32510,Carson City (Independent City), NV,52880
33001,Belknap, NH,63484
33003,Carroll, NH,60844
33005,Cheshire, NH,53190
33007,Coos, NH,44804
33009,Grafton, NH,63816
33011,Hillsborough, NH,62752
33013,Merrimack, NH,59936
33015,Rockingham, NH,78153
33017,Strafford, NH,52598
33019,Sullivan, NH,54260
34001,Atlantic, NJ,51247
34003,Bergen, NJ,88241
34005,Burlington, NJ,63528
34007,Camden, NJ,54958
34009,Cape May, NJ,63203
34011,Cumberland, NJ,41327
34013,Essex, NJ,65927
34015,Gloucester, NJ,56853
34017,Hudson, NJ,67570
34019,Hunterdon, NJ,91946
34021,Mercer, NJ,70675
34023,Middlesex, NJ,62665
34025,Monmouth, NJ,82270
34027,Morris, NJ,99140
34029,Ocean, NJ,53517
34031,Passaic, NJ,51203
34033,Salem, NJ,50597
34035,Somerset, NJ,110466
34037,Sussex, NJ,64284
34039,Union, NJ,68867
34041,Warren, NJ,56956
35001,Bernalillo, NM,45203
35003,Catron, NM,32184
35005,Chaves, NM,40117
35006,Cibola, NM,28979
35007,Colfax, NM,41000
35009,Curry, NM,43667
35011,De Baca, NM,47727
35013,Doña Ana, NM,37413
35015,Eddy, NM,60847
35017,Grant, NM,42599
35019,Guadalupe, NM,35168
35021,Harding, NM,41124
35023,Hidalgo, NM,43323
35025,Lea, NM,49517
35027,Lincoln, NM,41869
35028,Los Alamos, NM,73189
35029,Luna, NM,32997
35031,McKinley, NM,28855
35033,Mora, NM,40436
35035,Otero, NM,35231
35037,Quay, NM,39870
35039,Rio Arriba, NM,36401
35041,Roosevelt, NM,41475
35043,Sandoval, NM,43977
35045,San Juan, NM,36095
35047,San Miguel, NM,36191
35049,Santa Fe, NM,60301
35051,Sierra, NM,40762
35053,Socorro, NM,35054
35055,Taos, NM,38446
35057,Torrance, NM,33301
35059,Union, NM,35939
35061,Valencia, NM,35268
36001,Albany, NY,61876
36003,Allegany, NY,37131
36005,Bronx, NY,38096
36007,Broome, NY,45174
36009,Cattaraugus, NY,41122
36011,Cayuga, NY,44415
36013,Chautauqua, NY,41443
36015,Chemung, NY,45658
36017,Chenango, NY,43286
36019,Clinton, NY,44859
36021,Columbia, NY,57136
36023,Cortland, NY,41412
36025,Delaware, NY,42523
36027,Dutchess, NY,58417
36029,Erie, NY,52264
36031,Essex, NY,47329
36033,Franklin, NY,39307
36035,Fulton, NY,44478
36037,Genesee, NY,45200
36039,Greene, NY,48947
36041,Hamilton, NY,55730
36043,Herkimer, NY,43347
36045,Jefferson, NY,48896
36047,Kings, NY,54349
36049,Lewis, NY,47134
36051,Livingston, NY,46116
36053,Madison, NY,45453
36055,Monroe, NY,54174
36057,Montgomery, NY,41995
36059,Nassau, NY,92159
36061,New York, NY,187213
36063,Niagara, NY,47053
36065,Oneida, NY,46529
36067,Onondaga, NY,54379
36069,Ontario, NY,55315
36071,Orange, NY,53287
36073,Orleans, NY,39798
36075,Oswego, NY,42047
36077,Otsego, NY,45672
36079,Putnam, NY,69542
36081,Queens, NY,51530
36083,Rensselaer, NY,50481
36085,Richmond, NY,57990
36087,Rockland, NY,62206
36089,St. Lawrence, NY,39373
36091,Saratoga, NY,72219
36093,Schenectady, NY,54310
36095,Schoharie, NY,42648
36097,Schuyler, NY,42703
36099,Seneca, NY,40299
36101,Steuben, NY,46726
36103,Suffolk, NY,72180
36105,Sullivan, NY,48550
36107,Tioga, NY,46818
36109,Tompkins, NY,46052
36111,Ulster, NY,52554
36113,Warren, NY,54650
36115,Washington, NY,42122
36117,Wayne, NY,48162
36119,Westchester, NY,112037
36121,Wyoming, NY,42682
36123,Yates, NY,41632
37001,Alamance, NC,41256
37003,Alexander, NC,37758
37005,Alleghany, NC,37987
37007,Anson, NC,37741
37009,Ashe, NC,36643
37011,Avery, NC,36896
37013,Beaufort, NC,43878
37015,Bertie, NC,37557
37017,Bladen, NC,35601
37019,Brunswick, NC,45128
37021,Buncombe, NC,50804
37023,Burke, NC,36022
37025,Cabarrus, NC,46826
37027,Caldwell, NC,36141
37029,Camden, NC,45839
37031,Carteret, NC,50531
37033,Caswell, NC,36032
37035,Catawba, NC,46184
37037,Chatham, NC,64978
37039,Cherokee, NC,34072
37041,Chowan, NC,42376
37043,Clay, NC,34901
37045,Cleveland, NC,38859
37047,Columbus, NC,33376
37049,Craven, NC,45308
37051,Cumberland, NC,39799
37053,Currituck, NC,46911
37055,Dare, NC,56573
37057,Davidson, NC,40647
37059,Davie, NC,49964
37061,Duplin, NC,35354
37063,Durham, NC,51380
37065,Edgecombe, NC,36237
37067,Forsyth, NC,48756
37069,Franklin, NC,36826
37071,Gaston, NC,41330
37073,Gates, NC,38915
37075,Graham, NC,35055
37077,Granville, NC,40359
37079,Greene, NC,32088
